path,id,name,mrp,manufacturer,countryOfOrigin,colours,baseColour,brand,articleType,subCategory,masterCategory,gender,colourHexCode,Body or Garment Size,Closure,Fabric,Hemline,Hood,Length,Neck,Number of Pockets,Occasion,Pattern,Pocket,Print or Pattern Type,Sleeve Length,Sport,Surface Styling,Technology,Type,Wash Care,,Activity Tracking,Activity Training,Add-Ons,Altimeter,Barometer,Battery Capacity,Battery Life,Battery Type,Bluetooth,Bluetooth Version,Call Function,Caller ID,Case,Charging Type,Compatibility,Customisable Watch Face,Dial Colour,Dial Material,Dial Shape,Display,Display Resolution,Dust Resistance,Features,Flight Mode,GPS Tracking,Glass Type,Gyroscope,Heart Rate Monitor,Internal Memory,Microphone,Notifications,OS,Pedometer,Processor Name,Processor Speed,RAM,Scratch Resistance,Screen Type,Sensor,Sleep Monitor,Strap Material,Sustainable,Voice Recognition,Warranty,Water Resistance,Water Resistance Depth,Wi-Fi,Wi-Fi Version,Collar,Lining Fabric,Technology Present,Weave Type,Character,Fabric 2,Fabric 3,Fit,Main Trend,Multipack Set,Pattern Coverage,Players,Sleeve Styling,Sport Team,Ankle Height,Fastening,Insole,Material,Micro Trend,Ornamentation,Shoe Width,Sole Material,Toe Shape,Adjustable,Filtration,Foldable,Mask Type,Package Content,Ply,Reusable,Center Front Open,Arch Type,Cleats,Cushioning,Distance,Outsole Type,Pronation for Running Shoes,Running Type,Surface Type,Brand Fit Name,Cuff,Placket,Placket Length,Pocket Type,Responsible,Stitch,Transparency,Weave Pattern,Distress,Effects,Fade,Reversible,Shade,Stretch,Type of Distress,Waist Rise,Waistband,Fly Type,Type of Pleat
D:/Codes/Work/scrapping/frames/11953106.jpg,11953106,HRX by Hrithik Roshan Men Black Colourblocked Rapid-Dry Antimicrobial Running Jacket,2999,"SARBI APPAREL PVT LTDG-8, SEC D1, APPAREL PARK UPSIDC INDUSTRIAL AREA TRONICA CITY LONI,Loni,Uttar pradesh,201102",India,0,Black,HRX by Hrithik Roshan,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Polyester,Straight,,Regular,,2,Sports,Solid,,Solid,Long Sleeves,Running,NA,Rapid Dry,Sporty Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,Lightweight,,,,,,,,,,,,,,,,,,,Regular,,,,,,,Mock Collar,Unlined,No,Woven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/12635658.jpg,12635658,Leather Retail Men Black Solid Lightweight Leather Biker Jacket,3999,"NK ENTERPRISES C 1/82, GROUND FLOOR , SEC 5, ROHINI , NEW DELHI 110085",India,0,Black,Leather Retail,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Leather,Straight,,Regular,,5,Casual,Solid,,Solid,Long Sleeves,NA,NA,NA,Biker Jacket,Dry Clean,,,,NA,,,,,,,,,,,,,,,,,,,,Lightweight,,,,,,,,,,,,,,,,,,,Regular,,,,,,,Stand Collar,Faux Fur,No,Woven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/6791058.jpg,6791058,HRX by Hrithik Roshan Men Black Athleisure Cotton Track Pants,1499,"DM GARMENTS,B-32,E-9/410 GALI NO 2, SARTAJ NAGAR,KALI SARAK,LUDHIANA,PUNJAB,141001",India,0,Black,HRX by Hrithik Roshan,Track Pants,Bottomwear,Apparel,Men,0,To-Fit Denotes Body Measurements in,,Cotton,,,Regular,,3,Sports,,,Solid,,NA,,NA,Regular,Machine Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,Straight Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/2290039.jpg,2290039,HIGHLANDER Men Black Tapered Fit Solid Chinos,1549,"Prateek Apparels Pvt Ltd, #113 Krishna Reddy Indl Area,7th Mile,Kudlu Gate,Hosur Road,Banglore 560068-INDIA",India,0,Black,HIGHLANDER,Trousers,Bottomwear,Apparel,Men,0,,Button,Cotton,,,Regular,,5,Casual,Solid,,Solid,,,,,Chinos,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woven,,Elastane,,Tapered Fit,New Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,Mid-Rise,,Zip,Flat-Front
D:/Codes/Work/scrapping/frames/1901426.jpg,1901426,Roadster Men Blue & Black Checked Reversible Tailored Jacket,2199,"M.D.International,E6/917,FIRST FLOOR,MD FACTORY COMPLEX,JAISWAL COLONY,KAILASH NAGAR,LUDHIANA,LUDHIANA,PUNJAB,141007",India,0,Blue,Roadster,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Cotton,Straight,,Regular,,4,Casual,Checked,,NA,Long Sleeves,,NA,,Tailored Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,Reversible,,,,,,,,,,,,,,,,,,,,,,,,,,Mandarin Collar,Unlined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/12649740.jpg,12649740,Puma Men Black Solid Joggers,3999,"Alliance One Apparel Co.,Ltd. B1, B2, B5-B12 Giao Long Ip An Phuoc Commune930000 Ben Tre",Vietnam,0,Black,Puma,Track Pants,Bottomwear,Apparel,Men,0,To-Fit Denotes Body Measurements in,,Cotton,,,Regular,,2,Sports,,,Solid,,NA,,NA,Joggers,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regular,,,,,,,,,,,,NA,,Slim Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/2378362.jpg,2378362,Moda Rapido Men Maroon Printed Round Neck T-shirt,649,"RADHA GOVINDA TEXTILE,NETAJI SUBHASH NAGAR SOUTH P.O- GHOLA SODEPUR, KOLKATA - 700111,NETAJI SUBHASH NAGAR SOUTH P.O- GHOLA SODEPUR, KOLKATA - 700111,NORTH24PARGANAS,WEST BENGAL,700111",India,0,Maroon,Moda Rapido,Tshirts,Topwear,Apparel,Men,0,Garment Measurements in,,Cotton,,,Regular,Round Neck,NA,Casual,Printed,,Abstract,Long Sleeves,NA,NA,,,Machine Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,Regular Fit,Abstract,Single,Full-Front,NA,Regular Sleeves,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/11953108.jpg,11953108,HRX by Hrithik Roshan Me Grey Melange Solid Rapid-Dry Training Jacket,2199,"SHIV SUNDARAMSHIV SUNDARAM,2ND FLOOR, 1490/50,GHALEYWAL IND AREA, NEAR EKTA COLONY, RAHON ROAD,LUDHIANA,PUNJAB,141007",India,0,Grey Melange,HRX by Hrithik Roshan,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Polyester,Straight,,Regular,,2,Sports,Solid,,Solid,Sleeveless,Training or Gym,NA,Rapid Dry,Open Front Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,Regular,,,,,,,Hooded,Unlined,Yes,Knitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/13192296.jpg,13192296,GANT Men Green Solid Bomber,20999,"Imported By:- samarth lifestyle retailing private limited 601, 6Th Floor Ganga Heights Building Jaipur -302015",China,0,Green,GANT,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Polyester,Straight,,Regular,,2,Casual,Solid,,Solid,Long Sleeves,NA,NA,NA,Bomber,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,Regular,,,,,,,Mock Collar,Polyester,No,Woven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/6629405.jpg,6629405,HERE&NOW Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,2299,"DANYA APPAREL,#11, ward no 62, opp sagar automobiles, bannerghatta road, bangalore,BANGALORE,KARNATAKA,560029",India,0,Blue,HERE&NOW,Jeans,Bottomwear,Apparel,Men,0,To-Fit Denotes Body Measurements in,Button and Zip,Cotton,,,Regular,,5,Casual,,,,,,,,,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elastane,NA,Skinny Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,Clean Look,Whiskers and Chevrons,Light Fade,No,Medium,Stretchable,NA,Mid-Rise,With belt loops,,
D:/Codes/Work/scrapping/frames/6832164.jpg,6832164,WROGN Men Brown Solid Tailored Jacket,3999,"Importer: Universal SportsBiz Private Limited, NO. 500, 1st FLOOR, CMH ROAD, BINNAMANGALA, 2nd STAGE, INDIRANAGAR, BANGALORE, KARNATAKA - 560038",China,0,Brown,WROGN,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Polyester,Straight,,Regular,,3,Casual,Solid,,Solid,Long Sleeves,,NA,,Tailored Jacket,Dry Clean,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Mock Collar,Polyester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/10381447.jpg,10381447,Campus Sutra Men Black & Grey Colourblocked Hooded Sweatshirt,1599,"Campussutra Retail Private Limited, Yeswanthpur, Bangalore-560022",India,0,Black,Campus Sutra,Sweatshirts,Topwear,Apparel,Men,0,Garment Measurements in,NA,Cotton,Straight,Hooded,Regular,Hood,2,Casual,Colourblocked,Insert Pocket,Colourblocked,Long Sleeves,NA,NA,NA,Pullover,Machine Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/973310.jpg,973310,RDSTR Blue Sweater,1899,"YORK EXPORTS LTD,CIVIL LINES,,LUDHIANA,Ludhiana,PUNJAB,141001",India,0,Blue,Roadster,Sweaters,Topwear,Apparel,Men,0,Garment Measurements in,,Acrylic,,,,Mock Collar,,Casual,Self Design,,,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/10769098.jpg,10769098,NOISE Jet Black ColorFit Pro 2 Smartwatch,4999,"Transcend Sourcing Limited, Unit T,1/F,Mau Lam Comm Building, 16-18 Mau Lam St Jordan,KL,Hong Kong.",China,0,Black,NOISE,Smart Watches,Smart Wearables,Accessories,Unisex,0,,,,,,,,,,,,,,,,,Smart,,,Yes,Yes,NA,No,No,200 to 250 mAh,More than 7 Days,Lithium Ion,Yes,V5.0,No,Yes,Hard Case,Wired,Android and iOS,No,Black,Polycarbonate,Rectangular,Analogue and Digital,240 x 240 Pixels,Yes,Running,No,No,Normal,Yes,Yes,NA,No,Yes,No OS,Yes,NA,NA,NA,Yes,LCD,Yes,Yes,Synthetic,Regular,No,1 year,Yes,IP68,No,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/4923944.jpg,4923944,HRX by Hrithik Roshan Men Black Solid Sporty Jacket,2199,"SARBI APPAREL PVT LTD,G-8, SEC D1, APPAREL PARK  UPSIDC INDUSTRIAL AREA TRONICA CITY LONI,Ghaziabad,UTTAR PRADESH,201102",India,0,Black,HRX by Hrithik Roshan,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Polyester,Straight,,Regular,,2,Sports,Solid,,Solid,Long Sleeves,NA,NA,NA,Sporty Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Mock Collar,Unlined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/11044442.jpg,11044442,HIGHLANDER Men Solid Denim Jacket,3099,"Prateek Apparels Pvt Ltd 113,Krishna Reddy industrial Area 7th Mile Hosur Road Kudlu Pin-560068",India,0,Navy Blue,HIGHLANDER,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Cotton,Straight,,Regular,,2,Casual,Solid,,Solid,Long Sleeves,NA,NA,NA,Denim Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Mock Collar,Polyester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/12781360.jpg,12781360,ADIDAS Originals Men Blue Solid SST Track Jacket,5599,"Adidas India Marketing Private Ltd. Office no.6, 2nd Floor, Sector-B, Pocket-7, Plot no-11, Vasant Kunj, New Delhi-110070",India,0,Blue,ADIDAS Originals,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Polyester,Straight,,Regular,,2,Casual,Solid,,Solid,Long Sleeves,NA,NA,NA,Sporty Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,Regular,,,,,,,Stand Collar,Unlined,No,Knitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/1340677.jpg,1340677,Roadster Black Hooded Puffer Jacket,2699,"SANYA CREATION,B-1, 1023/1-B, STREET NO. 4DEEP NAGAR, CIVIL LINES,LUDHIANA,PUNJAB,141001",India,0,Black,Roadster,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Polyester,Straight,,Regular,,4,Casual,Solid,,Solid,Long Sleeves,,NA,,Puffer Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,Insulator,,,,,,,,,,,,,,,,,,,,,,,,,,Hooded,Polyester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/10890976.jpg,10890976,Campus Sutra Men Off-White Solid Tailored Jacket,2399,"Campussutra Retail Private Limited, yeswanthpur, Bangalore-560022",India,0,Off White,Campus Sutra,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Button,Cotton,Straight,,Regular,,2,Casual,Solid,,Solid,Long Sleeves,NA,NA,NA,Tailored Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Hooded,Cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/10016983.jpg,10016983,Campus Sutra Men Blue Colourblocked Round Neck T-shirt,949,"Campussutra Retail private limited,2nd floor, 117/A,5th main road,yeshwanthpur,Bengaluru 560022",India,0,Blue,Campus Sutra,Tshirts,Topwear,Apparel,Men,0,,,Cotton,,,Regular,Round Neck,NA,Casual,Colourblocked,,Colourblocked,Long Sleeves,NA,NA,NA,,Machine Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,Regular Fit,Colourblocked,Single,All-Over,NA,Regular Sleeves,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/12786380.jpg,12786380,mr.wonker Men Multicoloured Colourblocked Sneakers,3329,SR OVERSEAS plot 14 adesh nagar agra up india -282004,India,0,Multi,mr.wonker,Casual Shoes,Shoes,Footwear,Men,0,,,,,,,,,Everyday,Colourblocked,,,,,,0,Sneakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regular,,7 days,,,,,,,,,,,,,,,,,,,Regular,Lace-Ups,Leather,Synthetic,Contrast Sole,NA,Regular,Rubber,Round Toe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/12027332.jpg,12027332,HRX by Hrithik Roshan Unisex Pack of 3 Protekt-X Reusable 4-Ply Printed Facemasks,799,"CREA MARKETING SERVICES PVT LTD, HR-29, C5A, Ground Floor, Pul Prahaladpur,   DELHI-110044",INDIA,0,Blue,HRX by Hrithik Roshan,Outdoor Masks,Accessories,Accessories,Unisex,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,3,,,,,,Elasticated,,Polyester,,,,,,Yes,Unvalved,Yes,Protective Outdoor Mask,Mask,4,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/11846062.jpg,11846062,HRX by Hrithik Roshan Men Navy Solid Regular Rapid-Dry Antimicrobial Training Sweatshirt,2799,"Hridi International LimitedRoom 2007-2008,20/Fl.,South Tower,New World Times Center,GUANGZHOU,GUANGZHOU,101010",China,0,Navy Blue,HRX by Hrithik Roshan,Sweatshirts,Topwear,Apparel,Men,0,Garment Measurements in,NA,Cotton,Curved,NA,Regular,Round Neck,NA,Outdoor,Solid,NA,Solid,Long Sleeves,Outdoor,NA,Rapid Dry,Pullover,Machine Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regular,,,,,,,,,,Knitted,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/11846174.jpg,11846174,HRX by Hrithik Roshan Men Black & White Printed Rapid-Dry Antimicrobial Lifestyle Jacket,4599,"Imported by: 6/B, Vaishnavi Summit, Ground Floor, 7th Main 80 Feet Road, 3rd Block Koramangala Industrial Layout Bangalore Bangalore KA IN 560034",China,0,Black,HRX by Hrithik Roshan,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Nylon,Straight,,Regular,,2,Sports,Printed,,Typography,Long Sleeves,Outdoor,NA,Rapid Dry,Sporty Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,Regular,,,,,,,Hooded,Polyester,Yes,Woven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/10992032.jpg,10992032,Campus Sutra Men Mustard Yellow Printed Hooded Pullover Sweatshirt,1499,"Campussutra Retail Private Limited, Yeswanthpur, Bangalore-560022",India,0,Mustard,Campus Sutra,Sweatshirts,Topwear,Apparel,Men,0,Garment Measurements in,NA,Cotton,Straight,Hooded,Regular,Hood,2,Casual,Printed,Kangaroo Pocket,Typography,Long Sleeves,NA,NA,NA,Pullover,Machine Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/12677488.jpg,12677488,Nautica Men Yellow & Olive Green Solid Reversible Puffer Jacket,10999,"Bhartiya , SIBI GOKULNATH, NO. 27/2, GOTTIGERE VILLAGE, UTTARAHALLI HOBLI, BANNERGHATTA ROAD, BANGALORE KARNATAKA, India, 560083",India,0,Yellow,Nautica,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Polyester,Straight,,Regular,,2,Casual,Solid,,Solid,Long Sleeves,NA,NA,NA,Puffer Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,Reversible,,,,,,,,,,,,,,,,,,,Regular,,,,,,,Mock Collar,Polyester,No,Woven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/12252608.jpg,12252608,Campus Sutra Men Black Solid Windcheater Bomber,2299,"Campussutra Retail Private Limited, Yeswanthpur, Bangalore-560022",India,0,Black,Campus Sutra,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Polyester,Straight,,Regular,,2,Casual,Solid,,Solid,Long Sleeves,Outdoor,NA,NA,Bomber,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,Windcheater,,,,,,,,,,,,,,,,,,,Regular,,,,,,,Hooded,Polyester,No,Knitted and Woven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/11275832.jpg,11275832,High Star Men Black Solid Denim Jacket,1659,"Aswati Clothing Co. Shop No.2,Shri KriShna CHS Caves Road ,Near Jogeshwari Police Station Jogeshwari (East) MUMBAI-400060",India,0,Black,High Star,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Button,Cotton,Straight,,Regular,,4,Casual,Solid,,Solid,Long Sleeves,NA,NA,NA,Denim Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Spread Collar,Unlined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/11961758.jpg,11961758,HRX by Hrithik Roshan Men Jet Black Solid Antimicrobial Training Jacket,3399,"SARBI APPAREL PVT LTDG-8, SEC D1, APPAREL PARK UPSIDC INDUSTRIAL AREA TRONICA CITY LONI,Loni,Uttar pradesh,201102",India,0,Black,HRX by Hrithik Roshan,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Polyester,Straight,,Regular,,2,Sports,Solid,,Solid,Long Sleeves,Training or Gym,NA,Antimicrobial,Sporty Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,Regular,,,,,,,Mock Collar,Unlined,Yes,Knitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/12916490.jpg,12916490,U.S. Polo Assn. Men Maroon Solid Padded Jacket,4999,"GLOBAL FASHION UK LTDROOM 1305A SINO CTR 582-592,NATHANROAD,MONG KOKKOWLOON-94089",India,0,Maroon,U.S. Polo Assn.,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Nylon,Straight,,Regular,,2,Casual,Solid,,Solid,Long Sleeves,NA,NA,NA,Padded Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,Regular,,,,,,,Mock Collar,Nylon,No,Woven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/6996804.jpg,6996804,Campus Sutra Men Black Self Design Quilted Jacket,2799,"Campus Sutra, 1-1/E, 1st Floor Girias Building, Opp Indian Oil Petrol Bunk, New Guddadahalli Bangalore - 560026",india,0,Black,Campus Sutra,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Zip,Nylon,Straight,,Regular,,NA,Casual,Self Design,,Self Design,Long Sleeves,,NA,,Quilted Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Hooded,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/10985660.jpg,10985660,Ecko Unltd Men Olive Green Solid Jacket,2649,"Prateek Apparels Pvt Ltd 113,Krishna Reddy industrial Area 7th Mile Hosur Road Kudlu Pin-560068",India,0,Olive,Ecko Unltd,Jackets,Topwear,Apparel,Men,0,Garment Measurements in,Snap Button,Cotton,Straight,,Regular,,4,Casual,Solid,,Solid,Long Sleeves,NA,NA,NA,Tailored Jacket,Machine Wash,,,,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Mock Collar,Unlined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/10167299.jpg,10167299,Roadster Men Mustard Yellow Solid Hooded Sweatshirt,999,"STAR APPARELH.NO:B-24-3102/6/1, STREET NO.1,,NIRANKARI COLONY, SUNDER NAGAR,,LUDHIANA,PUNJAB,141007",India,0,Mustard,Roadster,Sweatshirts,Topwear,Apparel,Men,0,Garment Measurements in,NA,Polyester,Straight,Hooded,Regular,Hood,1,Casual,Solid,Kangaroo Pocket,Solid,Long Sleeves,NA,NA,NA,Pullover,Machine Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/9838371.jpg,9838371,HIGHLANDER Men Black Solid Slim-Fit Track Pants,999,"Prateek Apparels Pvt Ltd 113,Krishna Reddy industrial Area 7th Mile Hosur Road Kudlu Pin-560068",India,0,Black,HIGHLANDER,Track Pants,Bottomwear,Apparel,Men,0,To-Fit Denotes Body Measurements in,,Cotton,,,Regular,,2,Casual,,,Solid,,NA,,NA,Regular,Machine Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyester,,Slim Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/7741225.jpg,7741225,Eego Italy Men Black Leather High-Top Trekking Shoes,2599,"Address - 58/293 f/1c shyam nagar vip road,Behind Sunil Kumar Mahesh Chand Jeweler Kheria Mod, Agra - 282001",India,0,Black,Eego Italy,Sports Shoes,Shoes,Footwear,Men,0,,,,,,,,,,,,,,Trekking,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 months,,,,,,,,,,,,,,,,,,,High-Top,Lace-Ups,,Leather,,,,,,,,,,,,,,Medium,Fixed,Medium,Long,Non-Marking,NA,NA,Soft,,,,,,,,,,,,,,,,,,,,
D:/Codes/Work/scrapping/frames/11780968.jpg,11780968,HIGHLANDER Men Green & White Slim Fit Printed Casual Shirt,1049,"Pradhan Mercantile Pvt Ltd plot #87-B Kiadb Industrial Area,2nd Phase Nosigere Village,Kasaba Hobli Malur563130",India,0,Green,HIGHLANDER,Shirts,Topwear,Apparel,Men,0,Garment Measurements in,,Cotton,Curved,,Regular,,1,Casual,Printed,,Floral,Short Sleeves,,Chest Pocket,,,Machine Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spread Collar,,,,,NA,,Slim Fit,Floral Print,,,,Regular Sleeves,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,Button,Button Placket,Full,Patch,Regular,Ready to Wear,Opaque,Regular,,,,,,,,,,,
